product_name,start_range,end_range
Rare Partner's Desk Leather Top c.1800 Good Condition,10090,25000
Unique Flemish Verdure Tapestry Mid-Century Recently Conserved,12430,24200
Scarce Cheval Mirror Mahogany Modernist Period With Certificate,11100,18840
Monumental Digital LED Watch 1970s With Provenance,40240,119710
Fine Wedgwood Jasperware Plaque Post-War,18020,40000
Continental Astrolabe Reproduction c.1910 Excellent Condition,4500,8050
Published Bing Clockwork Boat,1500,3860
Japanese Woodblock Print Hokusai,11420,39670
Historic Bakelite Telephone Rotary c.1960 Excellent Condition,12510,30000
Superb Rolleiflex TLR Camera,12080,30000
Authentic Error Stamp Collection,2360,4210
Continental Betty Lamp Iron Colonial c.1840 Excellent Condition,9960,19640
Important Auto Racing Trophy 1960s Late Victorian As Found,590,1510
Certified Kilim Flatweave Runner c.1880 As Found,1350,4170
Important Pairpoint Puffy Boudoir Lamp Edwardian Era,5120,10050
Late Trade Dollar Proof c.1940,640,1930
Japanese Koban Gold Modernist Period Recently Conserved,4000,8900
Boulle Marquetry Bracket Clock Museum Deaccessioned,11710,25000
Antique Tavern Clock Act of Parliament c.1900,1080,3210
Distinguished Girandole Mirror Candelabra,1200,2700
Pristine Nintendo Game Boy Sealed Edwardian Era,700,2360
Jade Carving,1050,2940
Restored Victorian Cast Iron Gate c.1900 With Certificate,3580,4960
Khmer Sandstone Apsara Relief c.1910 Estate Fresh,7680,26120
Oversized Rare Single Barrel Rye Whiskey Art Deco Period,9360,25000
Persian Tabriz Silk Rug Unrestored,2590,8210
Superb Blancpain Fifty Fathoms Recently Conserved,7700,24910
Early Bessarabian Floral Kilim Art Deco Period As Found,12520,29430
US Airmail Stamp Collection c.1820,4260,6160
Morgan Silver Dollar BU c.1960 With Provenance,10840,33580
Choice Post-Impressionist Cityscape,33530,99780
Premier Amber Drop Earrings,9270,16320
Scarce Raku Tea Ceremony Bowl Post-War,1610,5580
Colonial Sheraton Card Table Federal Period,7550,17390
Colonial Moog Minimoog Synthesizer c.1920 Unrestored,23640,60000
Exceptional Fender Stratocaster 1962 Edwardian Era,5910,8120
Exhibited Brass Telescope Victorian Arts & Crafts Era,3920,5770
Matched Steiff Teddy Bear 1905 c.1920 As Found,4510,6020
Colonial Hennessy Paradis Imperial c.1970,12380,23660
Imari Charger Museum Deaccessioned,4740,11360
Ornate Estate Survey Map Colonial c.1820,5220,12000
Continental Longines Heritage Diver c.1780 Recently Conserved,54490,120000
Colonial Mauritius Post Office Stamp Late Victorian,19590,41260
Cookie Board Springerle Late Victorian,7350,18000
1804 Draped Bust Dollar Early 20th Century From Private Collection,1360,1950
Premier Skeleton Clock Victorian,8370,18000
Published Mainbocher Evening Dress,4440,6640
Ornate Stumpwork Embroidery Panel,7030,10360
Monumental GI Joe Prototype Unrestored,6360,14590
Restored Vintage Ferragamo Pumps 19th Century,3620,9820
Magnificent Super Bowl I Program c.1820 Recently Conserved,16960,26150
Documented Civil War Letters Collection Good Condition,17980,50000
Distinguished Miniature Portrait on Ivory c.1860,8910,14190
Unique UN First Issues Collection With Certificate,16000,25530
Ornate Kosta Boda Art Glass Bowl 18th Century,890,2980
Venetian Lattimo Glass Bowl c.1930,1940,2800
Historic Seiko Grand Seiko Spring Drive c.1910,54040,101950
Remarkable Edwardian Silver Card Case,370,660
Museum Quality Castrol Oil Can Collection Modernist Period From Private Collection,1860,3470
Vintage Inverted Jenny Stamp 18th Century,14520,41380
Exceptional Swiss Cantonal Issue,16470,44660
Superb Leather Gun Case Victorian,1420,4860
Olympic Gold Medal Replica,14660,36420
Premier Dulcimer Appalachian Mountain,18050,37170
Attributed Brass Telescope Victorian,7090,14120
Rolleiflex TLR Camera,4530,12110
Estate Matchbox Lesney Collection c.1860 Good Condition,380,1280
Kneehole Desk Georgian c.1800 Unrestored,6000,8990
Miniature Zulu War Assegai Spear Art Nouveau Period,7280,17980
American Coin Silver Spoons Mid-Century,2270,7210
Delicate Silver Mounted Cut Glass Claret Jug 19th Century With Certificate,4600,6520
Original Beadwork Purse Victorian,2800,3700
Ornate Victorian Gas Wall Sconce Pair Unrestored,8220,18700
Select Proof Silver Eagle Set Art Nouveau Period From Private Collection,40640,100000
Important Native American Kachina Doll Mid-Century,7040,11780
Unmatched Sultanabad Mahal Carpet From Private Collection,5630,17360
Late Antique Wrought Iron Chandelier Late Victorian With Provenance,4630,15000
Notable China Red Revenue Stamp c.1900,23360,40180
Provenance Fishing Creel Wicker Antique,5680,11360
Remarkable Antique Fireplace Mantel Marble c.1820,80,260
Ornate Joe DiMaggio Bat Game Used With Provenance,9250,27370
Tiffany Dragonfly Table Lamp Modernist Period With Certificate,4070,11790
Important Depression Glass Collection c.1780,4450,13550
Grand Portolan Chart Mediterranean,1660,5480
Matched Diamond Riviere Necklace Post-War,19260,54870
Saint Louis Crystal Goblet Set c.1780,6410,10840
Premier Sega Genesis Console Boxed,4600,14730
Venini Glass Pendant Light Art Nouveau Period,1910,3930
Carousel Horse Carved Wood,1430,3450
Estate Baroque Religious Painting,36600,83930
Select Steiff Teddy Bear 1905 18th Century Good Condition,3740,9600
Exceptional Sheffield Plate Epergne,7560,16190
Ferrari Prancing Horse Badge Collection Unrestored,2050,5000
Attributed Balenciaga Couture Gown Art Nouveau Period,6650,8970
Signed Balloon Clock Edwardian c.1970 Good Condition,800,1120
Superb Arts & Crafts Mica Shade Lamp,940,3060
Miniature Signed Einstein Letter Arts & Crafts Era,6270,9430
Atmos Clock Jaeger-LeCoultre,3840,9230
Remarkable Olmec Jade Mask Fragment,1740,5140
Rare Seed Pearl Collar Necklace Empire Period,35540,63910
Delicate Baccarat Crystal Wine Glasses Mid-Century,10020,25000
Period Suzani Embroidered Textile,10660,30000
Period Error Stamp Collection c.1780,240,750
Blaeu Wall Map c.1880,2440,3890
Vernis Martin Vitrine Display Case,8690,21710
Fine Shakespeare First Folio Page Art Deco Period,19140,50000
Period Sultanabad Mahal Carpet,9200,16560
Scarce Raku Tea Ceremony Bowl Post-War Museum Deaccessioned,16180,25640
Certified Meccano Construction Set Vintage,740,2510
WWII German Binoculars c.1940,1010,1970
Bakhtiari Garden Design Rug With Certificate,9390,27400
Soapstone Animal Carving c.1960,27960,80000
Notable Digital LED Watch 1970s Early 20th Century With Certificate,21000,60940
Historic Girard-Perregaux Laureato Edwardian Era,55030,115210
Scarce Indian Head Gold Eagle Arts & Crafts Era Excellent Condition,40190,100000
Auto Racing Trophy 1960s c.1840,2430,5000
Published Fraktur Pennsylvania German Arts & Crafts Era,5720,10280
Grand Polaroid SX-70 Camera Unrestored,8560,13160
Grand Barograph Recording Aneroid,5690,15000
Archery Bow Yew Longbow Empire Period,950,2190
Superb Schuco Micro Racer c.1910,4260,14510
Rare Yquem Sauternes 1967 c.1900,3540,11340
Lewis & Clark Expedition Map,790,1780
Fine Beatles Concert Poster Original Georgian Period,5070,12000
Published Alphonse Mucha Art Nouveau Print c.1780,2930,4710
Fine Stone Lion Garden Statue Pair Arts & Crafts Era,2290,6560
Whale Oil Lamp Antique Early 20th Century Museum Deaccessioned,3430,7460
Attributed Victorian Silver Toast Rack c.1950 Good Condition,7900,20000
Grand Falconry Hood Leather Antique c.1960,1610,4280
Historic Longcase Grandfather Clock,1840,3860
Estate Vintage Tube Amplifier Good Condition,650,1620
Provenance Alfred Stieglitz Equivalent Print,14860,30000
Authentic Diamond Riviere Necklace Modernist Period With Provenance,32260,54920
Pristine Tiger Woods Tournament Putter c.1820,620,1400
Exhibited William Eggleston Color Print,9970,17190
Estate Slide Rule Collection,4670,14130
Sextant Ebony Frame c.1880 Recently Conserved,6000,11070
Quezal Art Glass Shade Federal Period,7180,21590
Lehmann Wind-Up Toy,450,780
Notable Berenice Abbott Manhattan Print c.1880,7630,18930
Original Mainbocher Evening Dress Good Condition,3710,5980
Chanel Tweed Jacket Vintage c.1780,14490,28110
City Plan Paris 1750 Regency Period,5680,12000
Grand Original Ferrari Owners Manual c.1950,2400,4060
Exhibited Vietnam War Flight Helmet Edwardian Era Unrestored,4730,15290
Japanese Woodblock Print Hokusai c.1950,17780,42850
Vintage Romanee-Conti Grand Cru 2005 c.1960,6320,15870
Edward Steichen Fashion Print Regency Period Unrestored,11150,23430
Khmer Sandstone Apsara Relief Mid-Century With Certificate,29170,60000
Colonial 1945 Mouton Rothschild With Provenance,11450,25000
Georgian Gold Locket,10120,21470
Exhibited Aquamarine Tiara Art Deco Period,1070,3060
Monumental Atari 2600 Console Boxed c.1840,9570,30000
Corbel Carved Wood Victorian 18th Century,7010,15000
Superb Samurai Armor Partial Set Arts & Crafts Era,1950,4920
Louis XIII Cognac Baccarat Decanter,260,810
Grand Dulcimer Appalachian Mountain,5540,14450
Exceptional Persian Tabriz Silk Rug With Provenance,9600,17650
Choice Garry Winogrand Airport Print Federal Period,11730,30000
Pediment Fragment Stone c.1880,4470,10400
Museum Quality Barograph Recording Aneroid,7140,15000
Soapstone Animal Carving,35490,80000
Published Robert Mapplethorpe Flower Print,7980,12850
Matched Indian Mughal Miniature Painting c.1970 Excellent Condition,28020,53580
Superb Sarouk Fereghan Rug c.1900,6760,13820
Choice Portolan Chart Mediterranean Late Victorian,4240,11150
Matched WWII German Binoculars c.1860,4610,6020
Superb Saint Louis Crystal Goblet Set,10020,13660
Superb Tolkien Hobbit 1st Ed c.1920 As Found,9710,18170
Documented French Foreign Legion Kepi Art Nouveau Period With Provenance,1860,5890
Norman Rockwell Saturday Evening Post c.1880 Estate Fresh,2760,7910
Attributed Wax Fruit Under Glass Dome Belle Epoque,2290,3080
Historic Pewter Miniature Set c.1940,20880,47980
Period Spain Classic Period Collection c.1800 With Provenance,18520,50000
Matched Chinese Export Silver Tea Caddy,6770,20000
Museum Quality Cartier Silk Scarf c.1820,10300,27490
Brass Telescope Victorian,1550,5260
Matched Limoges Enamel Box Collection,7050,16340
George Ohr Puzzle Mug,9180,29390
Documented Revenue Stamp Collection Unrestored,13100,17490
Magnificent Walking Liberty Half Dollar,47540,100000
Restored Empire Mahogany Bookcase Art Nouveau Period,7660,25000
Macintosh 128K Original Art Deco Period,14190,21250
Restored Isfahan Silk Rug Mid-Century,10150,23100
Provenance Carved Stone Gargoyle,4530,13030
Ceramic Raku Sculpture Excellent Condition,24580,49180
Super Bowl I Program c.1900 As Found,4670,15840
Published Lee Friedlander Street Print c.1930 Unrestored,8310,16280
Atari Jaguar Console Sealed Belle Epoque,230,560
Attributed Bing Clockwork Boat c.1920,4610,10650
Exquisite Olympic Games Poster Collection c.1880,1440,4250
Boot Scraper Cast Iron 18th Century,2970,5690
Vintage Treasure Map Replica Framed c.1910,3610,5900
Rare Digital LED Watch 1970s,34850,52350
Vintage Neon Beer Sign Art Deco Period With Provenance,1840,5740
Berlin Woolwork Needlepoint Mid-Century,620,1610
Unique Vintage Neon Beer Sign,6250,19450
Scarce Kutani Porcelain Plate c.1940,8740,15390
Notable Stephen Shore Uncommon Places c.1970,4280,8010
Oversized Minimalist Color Field Early 20th Century Estate Fresh,32550,85640
Unique Bobby Orr Signed Stick From Private Collection,8670,11600
Morganite Engagement Ring,16350,29330
Matched Turkmen Tekke Carpet Federal Period,13760,30000
Art Deco Chrome Floor Lamp From Private Collection,8530,19190
Castrol Oil Can Collection,510,1290
Premier Film Noir Movie Poster Original c.1820,2020,6750
Fijian War Club Carved c.1930,4290,12030
Estate Renaissance Revival Armoire,3220,6840
Estate Chinese Jade Bi Disc c.1780,23170,42460
Notable Garry Winogrand Airport Print 19th Century,6240,8470
Early Mobil Pegasus Neon Sign Early 20th Century From Private Collection,2470,5000
Estate Swiss Cantonal Issue,8690,16150
Early Compass Surveyor's Brass c.1960,2140,5040
Magnificent Secretariat Derby Photo Estate Fresh,8960,12630
Delicate Pan Am Airlines Poster 1960s c.1820,3550,6860
Museum Quality Antique Kashan Carpet c.1880 Unrestored,5550,17430
Agatha Christie Signed First Edition,12960,33730
Panoramic City View Lithograph,3180,8480
Military Campaign Map Napoleonic,2400,8400
Distinguished Brass Samovar Russian c.1880,4070,6680
Documented Audemars Piguet Royal Oak,36520,118940
Distinguished Declaration of Independence Broadside,500,1400
Distinguished Desert Storm Challenge Coin Set From Private Collection,7000,20000
Late Alexandrite Pendant Edwardian Era Unrestored,33090,75000
Signed Yoruba Ibeji Twin Figure c.1820,13230,34940
Miniature Gordon Parks Photo Essay Print,8390,25560
Olmec Jade Mask Fragment Museum Deaccessioned,9940,24800
Delicate Welded Steel Abstract Early 20th Century,34310,80000
Notable Vintage Croquet Set Complete,5400,11070
Unmatched Kafka Metamorphosis 1st Ed Regency Period Excellent Condition,22540,33350
Original Theorem Painting on Velvet,520,1480
Mexican Sterling Serving Tray Modernist Period Recently Conserved,2190,3140
Beatles Concert Poster Original Unrestored,4670,12000
Reclaimed Church Doors Oak 18th Century As Found,750,2290
Continental Carved Ivory Netsuke c.1940,20250,38630
Restored Wimbledon Championship Trophy Replica c.1860,13280,40440
Turkmen Tekke Carpet,8590,19940
Unmatched Tortoiseshell Tea Caddy,6750,10970
Annie Leibovitz Portrait,3890,7530
Lafite Rothschild 1959,5330,16920
Double Eagle $20 Gold Coin,13900,31960
Published Patek Philippe Calatrava Excellent Condition,38210,91320
Currier & Ives Lithograph Belle Epoque Unrestored,1320,4460
Antique Galle Cameo Glass Vase Art Nouveau Period From Private Collection,9070,22370
Pristine Post-Impressionist Cityscape Empire Period,25580,54590
Hall Tree Coat Stand c.1940,11560,25000
Exceptional Raku Tea Ceremony Bowl Late Victorian As Found,9520,27700
Matched Wilt Chamberlain Jersey Belle Epoque Unrestored,11570,25170
Soapstone Animal Carving With Provenance,37460,80000
Period Woodstock Festival Poster c.1800,970,2540
Ted Williams Signed Photo Post-War,11130,25090
Select Skeleton Clock Victorian c.1960 Good Condition,7670,18000
Fine Vintage Rolls Royce Hood Ornament c.1930,70,190
Documented Czech Art Glass Sculpture Empire Period,9010,25000
Continental James Joyce Ulysses 1st Ed c.1780,2110,2850
Exceptional Carved Coral Cameo Pendant Empire Period Museum Deaccessioned,13780,37330
Outstanding Robert Mapplethorpe Flower Print Empire Period Estate Fresh,9370,26340
Currier & Ives Lithograph,1270,3190
Vernis Martin Vitrine Display Case Edwardian Era As Found,270,710
Attributed Agra Palace Carpet Belle Epoque Recently Conserved,4880,13890
Museum Quality Biedermeier Secretaire With Certificate,330,670
Mercury Barometer Stick Type c.1800,7520,18000
Purdey Side by Side Shotgun Art Deco Period With Provenance,4780,9170
Le Mans Poster Original 1955 c.1940,290,720
Ornate Larry Bird Game Worn Sneakers c.1940,20060,43390
Scarce Silver Gilt Wine Cooler Arts & Crafts Era,6580,20000
Miniature Stumpwork Embroidery Panel c.1860,10600,25000
Matched Vintage Pucci Silk Dress,12820,19690
Signed Chinese Export Silver Tea Caddy,8120,11470
Provincial Handel Reverse Painted Lamp c.1970 Museum Deaccessioned,8350,20000
Onyx Decorative Figure c.1910,16600,21900
Late Vintage Rolls Royce Hood Ornament,2240,4020
Documented Sheffield Plate Epergne,840,2050
Grand Majolica Garden Seat,9860,31560
Shaker Oval Box Nested Set Regency Period,5730,14450
Serena Williams Match Racket Georgian Period,8680,30200
Certified Lee Friedlander Street Print Arts & Crafts Era,2920,4920
Superb Durand Pulled Feather Vase Georgian Period,11120,25000
Grand Chinese Art Deco Carpet Art Nouveau Period As Found,9020,16160
Period Modernist Composition Good Condition,73150,150000
Tribal Caucasian Kazak Rug c.1910,14040,19030
Restored Thorens TD-124 Turntable Early 20th Century,210,480
George Ohr Puzzle Mug c.1840,19310,39710
Grand Breguet Classique c.1800,29780,101000
Satsuma Vase Meiji Period Arts & Crafts Era,12000,18400
Military Field Watch WWII Post-War,56120,120000
Hall Tree Coat Stand c.1970 Museum Deaccessioned,3840,11990
Notable Pembroke Drop-Leaf Table c.1910,2680,7690
Late Vintage Armagnac 1893 With Provenance,1480,5060
Multi-Strand Pearl Choker,22340,68380
Select Abstract Expressionist Work,29540,93830
Scarce Chinese Cloisonne Vase Arts & Crafts Era,24040,60000
